id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6806651,AMBIENTE FAMILIAR 2 *SRA.ALEXANDRA,35266748,Lupe,BENIMACLET,BENIMACLET,39.48481,-0.35803,Private room,25,3,14,2018-10-01,0.33,2,360
6833293,Apartamento en vivienda unifamiliar,17158236,Francisco,POBLATS DEL NORD,MASSARROJOS,39.53222,-0.40881,Private room,100,90,0,,,2,358
6833870,Habitación en vivienda unifamiliar,17158236,Francisco,POBLATS DEL NORD,MASSARROJOS,39.53383,-0.41068,Private room,75,90,0,,,2,365
6843824,Disfruta y conoce Valencia,27586028,Elda,QUATRE CARRERES,MONT-OLIVET,39.46028,-0.36344,Private room,25,1,45,2018-12-08,1.03,1,58
6844755,AMPLIO DORMITORIO - SUITE,35866601,Mariana,CAMINS AL GRAU,LA CREU DEL GRAU,39.46189,-0.34844,Private room,45,3,31,2018-08-25,0.69,3,359
6860904,2 BEDROOMS STANDARD APARTMENT,17538840,Citizentral,CIUTAT VELLA,EL MERCAT,39.47498,-0.37776,Entire home/apt,92,7,4,2016-10-17,0.09,13,360
6862774,GASCONS 1 Bedroom Superior Apartment A,17538840,Citizentral,CIUTAT VELLA,SANT FRANCESC,39.47313,-0.37492,Entire home/apt,77,7,14,2018-06-03,0.32,13,361
6862989,GASCONS Penthouse Apartment A,17538840,Citizentral,CIUTAT VELLA,SANT FRANCESC,39.47179,-0.3769,Entire home/apt,88,7,8,2017-07-23,0.19,13,361
6872011,HABITACIÓN AMPLIA E ILUMINADA,35621262,Amparo,L'OLIVERETA,NOU MOLES,39.47049,-0.39851,Private room,35,1,35,2019-02-25,0.88,2,264
6873258,loft en pleno centro de valencia,33657693,Pilar,EXTRAMURS,LA ROQUETA,39.46711,-0.37804,Entire home/apt,65,2,3,2018-10-22,0.10,2,23
6873422,loft en pleno centro de valencia,33657693,Pilar,EXTRAMURS,LA ROQUETA,39.46707,-0.37687,Entire home/apt,65,2,74,2019-02-23,1.84,2,26
6877620,New apartment with terrace.,8988014,Cladami,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46676,-0.33197,Entire home/apt,60,3,115,2019-02-05,2.57,5,77
6896842,Cozy loft in Valencia old town,1032060,Rafael,CIUTAT VELLA,EL PILAR,39.47573,-0.38236,Entire home/apt,67,2,21,2017-08-21,0.48,1,333
6900251,"Piso soleado, agradable y tranquilo",26544423,Sonia,EXTRAMURS,EL BOTANIC,39.47342,-0.384,Entire home/apt,70,7,9,2018-09-13,0.20,1,180
6923443,Valencia lovely private room B&B ;),27660513,Óscar,L'EIXAMPLE,RUSSAFA,39.467,-0.37642,Private room,70,365,2,2015-08-27,0.05,1,365
6950734,VALENCIAN LIFESTYLE :-)  NEAR THE BEACH,36441295,Carlos,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46585,-0.33151,Entire home/apt,76,5,80,2018-11-21,1.82,1,80
6956498,"Piso Con encanto a la catedral.
Offer two days.",30034579,Emiliano,CIUTAT VELLA,EL CARME,39.47864,-0.3774,Entire home/apt,34,3,124,2019-02-12,2.82,2,230
6981054,SUNNY CENTRAL APT- PLAZA DE TOROS,24477648,Laura Y Angel,L'EIXAMPLE,RUSSAFA,39.4657,-0.37625,Entire home/apt,75,2,162,2019-01-02,3.67,5,55
6981655,4 bedrooms Ref Poeta 105 Beach/climatisation,15814399,Mickael,ALGIROS,L'AMISTAT,39.47015,-0.34948,Entire home/apt,98,4,4,2018-08-12,0.09,9,62
6996624,Casa en la playa de la Malvarrosa,35419853,Diego,POBLATS MARITIMS,LA MALVA-ROSA,39.47688,-0.32581,Entire home/apt,70,1,86,2019-02-08,1.92,1,298
7000120,Lola's Beach,36538342,Alba,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46979,-0.3252,Entire home/apt,80,2,87,2018-12-31,1.96,3,286
7018456,DORMITORIO CON CAMA PARA DOS PERSONAS,35866601,Mariana,POBLATS MARITIMS,EL GRAU,39.46044,-0.33938,Private room,30,3,50,2018-10-14,1.12,3,358
7058282,Historical apartment next to beach,14009040,Tomas,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4653,-0.33166,Entire home/apt,85,1,86,2018-11-06,1.96,2,298
7082345,Your lovely home in the center town,15677841,Jose Y Susana,CIUTAT VELLA,EL PILAR,39.47574,-0.38332,Entire home/apt,51,2,61,2019-02-09,1.38,4,96
7096025,CERRAJEROS FLAT - Charming Flat Old City Center,12044109,Invalencia,CIUTAT VELLA,LA SEU,39.47458,-0.37703,Entire home/apt,81,2,128,2019-02-17,3.08,8,177
7096584,Apartamento entre playa y el centro,34201246,Prudencio,ALGIROS,L'ILLA PERDUDA,39.47045,-0.34074,Entire home/apt,90,2,2,2017-08-21,0.06,3,187
7107274,Nice cheap flat in Valencia,32975045,Miguel,EL PLA DEL REAL,MESTALLA,39.47326,-0.35469,Entire home/apt,49,3,6,2018-08-31,0.14,2,117
7108715,CENTER BARRIO DEL CARMEN+WIFI,16273898,Art & Flats,CIUTAT VELLA,EL CARME,39.47903,-0.38153,Entire home/apt,85,1,87,2018-09-10,1.98,18,0
7124143,XL03 Gran Vía 10,2711989,Like Apartments,EXTRAMURS,ARRANCAPINS,39.46915,-0.38401,Entire home/apt,55,1,28,2019-01-27,0.65,28,237
7129619,Charming & arty recycled-style loft,25453244,Maja,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46711,-0.33297,Entire home/apt,50,3,86,2018-12-02,1.98,1,0
7151261,ALTA I  with large Terrace -  Parking Available,933504,Anthony,CIUTAT VELLA,EL CARME,39.4805,-0.38082,Entire home/apt,95,2,29,2019-01-03,0.66,5,86
7153206,Piso en Valencia Capital,37461929,Mari Angeles,PATRAIX,SAFRANAR,39.45623,-0.39653,Entire home/apt,65,1,0,,,1,53
7169334,"Habitación 4 personas, 4 camas.",35787353,Josefa,PATRAIX,PATRAIX,39.46512,-0.39233,Private room,35,1,17,2018-12-02,0.49,2,0
7169549,Pont de Fusta apartment,9347162,Susana,LA SAIDIA,MORVEDRE,39.48372,-0.37373,Entire home/apt,52,3,84,2019-01-04,1.92,1,267
7184598,Cosy Single Room in Near City Centre,37641160,Jasmine,LA SAIDIA,TRINITAT,39.48405,-0.36795,Private room,9,1,1,2019-02-10,1,1,56
7186295,Cozy 2bedroom apartment in Valencia,14910365,Sergey,LA SAIDIA,MARXALENES,39.48418,-0.38309,Entire home/apt,40,5,55,2019-02-20,1.25,1,43
7188599,Ático Loft centro Valencia,36648660,Marta,L'EIXAMPLE,LA GRAN VIA,39.4636,-0.36675,Entire home/apt,75,1,18,2018-10-15,0.41,1,11
7197287,Apartamento con piscina Nueva Fe,37688396,Carmen,JESUS,CAMI REAL,39.43911,-0.38957,Entire home/apt,65,2,86,2018-11-07,1.95,1,176
7209862,Ático de lujo en centro VLC,1099860,Teresa,L'EIXAMPLE,RUSSAFA,39.46253,-0.36771,Entire home/apt,130,2,41,2019-02-21,1.30,2,324
7213312,Apartment in Tower Century XI. WiFi,37767162,Carolina,CIUTAT VELLA,LA SEU,39.47773,-0.3766,Entire home/apt,55,3,106,2019-02-18,2.41,2,151
7231878,PISO CÉNTRICO CON PRECIOSAS VISTAS,37865832,Inma,LA SAIDIA,MARXALENES,39.48264,-0.38162,Entire home/apt,90,2,29,2018-12-09,0.67,1,164
7232532,Apartamento cerca de la playa y UPV,32113924,Miguel Ángel,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47379,-0.33296,Entire home/apt,75,1,31,2018-08-21,0.70,2,49
7233689,1ºpiso casa traditional-500m. beach,37873408,Lola,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46869,-0.32883,Entire home/apt,68,7,3,2019-01-04,0.07,2,267
7238705,Charming study next to the cathedral,30034579,Emiliano,CIUTAT VELLA,LA SEU,39.47494,-0.37571,Entire home/apt,36,3,170,2019-02-10,3.86,2,322
7254820,Sunny urban jungle (+walk everywhere!),13553868,Rita,EXTRAMURS,ARRANCAPINS,39.46473,-0.3825,Entire home/apt,60,2,56,2018-11-19,1.28,1,193
7278108,Apartamento confortable,31213505,Amparo,QUATRE CARRERES,MALILLA,39.44915,-0.37148,Entire home/apt,85,2,0,,,1,274
7299329,Holiday valencia,38140934,Alejandro,JESUS,LA RAIOSA,39.45815,-0.38368,Private room,35,3,1,2018-08-07,0.15,2,360
7307408,"Apartamento en el Cabañal, a 10 min a pie del mar.",38143291,Lucas,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47216,-0.33135,Entire home/apt,60,2,32,2018-12-09,0.73,1,72
7313973,La terraza de Nacho y Eva,38318624,Nacho Y Eva,POBLATS MARITIMS,EL GRAU,39.45963,-0.33435,Entire home/apt,85,3,6,2018-07-20,0.15,1,87
7319665,APARTAMENTO EN CALLE PORVENIR WIFI. 1/5 P,38344013,David,QUATRE CARRERES,EN CORTS,39.4562,-0.37245,Entire home/apt,32,1,20,2018-12-03,1.40,3,181
7321783,Tranquila y soleada.,25785176,Susana,RASCANYA,TORREFIEL,39.49514,-0.3795,Private room,12,2,48,2019-01-02,1.12,2,344
7327075,15 Min From Beach & Centre,38384252,Esther,RASCANYA,ELS ORRIOLS,39.49318,-0.37175,Entire home/apt,45,2,77,2019-02-22,1.75,2,360
7382978,ROOM in CENTRAL HOUSE in VALENCIA.-,34729982,Luisa,EXTRAMURS,ARRANCAPINS,39.46844,-0.38776,Private room,28,1,110,2019-02-11,3.21,2,344
7425177,Ático con  vistas al mar y a 100 m. de la playa,38894171,Maria A.,POBLATS DEL SUD,PINEDO,39.41691,-0.33226,Entire home/apt,100,2,4,2018-04-07,0.13,1,165
7425385,City Centre Appartment,33632500,Ricky,CIUTAT VELLA,EL CARME,39.47721,-0.3822,Entire home/apt,45,2,110,2019-02-27,2.54,3,31
7432798,Apartamento junto playa de Patacona,38934435,Francisco De Asís,POBLATS MARITIMS,LA MALVA-ROSA,39.48638,-0.329,Entire home/apt,90,7,8,2017-08-29,0.19,1,62
7441755,Design city center apartment + WIFI,2628404,Rocio,CIUTAT VELLA,EL PILAR,39.47484,-0.38184,Entire home/apt,65,3,121,2019-02-23,2.79,1,10
7445800,Impressive Attic in Historic Centre,20712235,Ximo,CIUTAT VELLA,LA SEU,39.47687,-0.37375,Private room,39,2,0,,,2,334
7448657,Apartamento Valencia Centro-WiFi,39011399,Paula,QUATRE CARRERES,MONT-OLIVET,39.46198,-0.36249,Entire home/apt,85,2,17,2019-01-13,0.47,1,191
7450754,Room with Private Bathroom.,34729982,Luisa,EXTRAMURS,ARRANCAPINS,39.46901,-0.3883,Private room,33,1,259,2019-02-10,5.97,2,303
7451249,Old Town. Lonja. Centro Histórico.,8627914,Lorena,CIUTAT VELLA,EL MERCAT,39.47407,-0.37871,Entire home/apt,56,30,16,2017-12-05,0.37,1,236
7471778,Beach Apart with pool and terrace.,7699906,Monica,POBLATS MARITIMS,LA MALVA-ROSA,39.48569,-0.32859,Entire home/apt,50,1,58,2019-02-10,1.59,2,236
7474582,"BED&BREAKFAST IN EL CARME, VALENCIA",3437648,Ricar,CIUTAT VELLA,EL CARME,39.47935,-0.38087,Private room,30,2,28,2019-02-14,0.66,2,65
7485605,APARTAMENTO FRENTE PLAYA MALVARROSA,39205012,Marian,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4741,-0.32806,Entire home/apt,74,2,18,2018-07-12,0.42,1,326
7487222,Beach front apartment Valencia,38694196,Catherine,POBLATS DEL SUD,EL PERELLONET,39.29503,-0.28765,Entire home/apt,55,3,11,2018-10-31,0.26,1,168
7488823,Apartment in El Carmen (Center),39220853,Nacho Y Amneris,CIUTAT VELLA,EL CARME,39.47869,-0.38078,Entire home/apt,60,2,137,2019-02-10,3.13,1,275
7508686,Paz Two Apartment,3480461,Valencia Luxury,CIUTAT VELLA,LA XEREA,39.47343,-0.37193,Entire home/apt,140,3,9,2019-01-02,0.26,74,318
7534415,Terraza privada baño en suite,39376832,Mariajo,CIUTAT VELLA,EL CARME,39.47771,-0.38135,Entire home/apt,41,1,124,2019-02-07,2.85,1,245
7553881,OASIS URBANO TERRAZA&WIFI,14932075,Carmen,JESUS,LA RAIOSA,39.45635,-0.38373,Entire home/apt,55,2,17,2019-01-03,1.53,1,317
7566453,"Cerca del centro, Near the center.",39671690,Miguel,LA SAIDIA,SANT ANTONI,39.4876,-0.37568,Entire home/apt,65,3,18,2019-01-03,0.42,1,358
7577576,Loft de 200m2 en edificio S.XIX,37767162,Carolina,CIUTAT VELLA,EL MERCAT,39.47551,-0.37902,Entire home/apt,120,3,14,2018-08-18,0.32,2,6
7578968,Apartamento en playa El Perellonet,39733293,Maria,POBLATS DEL SUD,EL PERELLONET,39.29658,-0.29002,Entire home/apt,40,2,13,2018-08-15,0.30,1,356
7591826,Gran habitación lujo en mansión,39812733,Manuel,POBLATS DEL SUD,FAITANAR,39.42851,-0.39496,Private room,95,1,2,2018-03-13,0.06,4,365
7593391,Gran hab.en mansión,39812733,Manuel,POBLATS DEL SUD,FAITANAR,39.42786,-0.39426,Private room,95,1,1,2017-03-19,0.04,4,365
7600872,Penthouse in historic Center,5331828,Pallmi,EXTRAMURS,ARRANCAPINS,39.4669,-0.38243,Entire home/apt,55,3,139,2019-02-24,3.23,4,304
7604158,Enjoy Sunsets at Fully Equipped boat near beach,2208686,Nina,POBLATS MARITIMS,EL GRAU,39.45725,-0.31497,Private room,49,1,0,,,1,27
7612099,EQUIPPED APARTMENT VALENCIA CENTER!,2037083,Isabel,L'EIXAMPLE,RUSSAFA,39.46087,-0.37689,Entire home/apt,60,7,9,2018-12-08,0.21,28,197
7612543,LOFT next to RUZAFA-SUPER COOL (A),23572022,"Dubraska, Aitana & Fran",QUATRE CARRERES,EN CORTS,39.4586,-0.36904,Entire home/apt,25,3,197,2019-02-21,4.65,10,191
7624090,Beach Penthouse with Private Terrace!,2563972,Melanie,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46344,-0.32974,Entire home/apt,70,4,140,2019-02-15,3.26,3,159
7631964,Romm for Berklee School of Music students,8657025,Robert,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45703,-0.35718,Private room,25,15,9,2017-09-01,0.21,1,365
7634577,"Central, Vintage Sunny with terrace & close2Metro",7758577,Edu,EXTRAMURS,LA PETXINA,39.47156,-0.39067,Entire home/apt,59,2,224,2019-02-23,5.28,1,155
7660891,AMPLIO DORMITORIO CON DOS BALCONES,35866601,Mariana,POBLATS MARITIMS,EL GRAU,39.46027,-0.33953,Private room,40,3,14,2018-07-23,0.32,3,357
7662513,Encorts/ C. Ciencias/Ruzafa  N·Reg. VT-37994-V,40218593,Lola,QUATRE CARRERES,EN CORTS,39.45822,-0.36939,Entire home/apt,50,2,50,2019-01-13,1.18,2,204
7663476,Estupendo a 20 minutos del Centro,3583996,Vicente,L'OLIVERETA,TRES FORQUES,39.46407,-0.39665,Entire home/apt,60,2,14,2017-04-16,0.32,3,58
7664166,"En Ciudad Ciencias, 10 min centro",3583996,Vicente,QUATRE CARRERES,MONT-OLIVET,39.46009,-0.36164,Entire home/apt,70,5,0,,,3,302
7673763,Apt Centro Downtown a/c wifi,40292744,Ramon,CIUTAT VELLA,SANT FRANCESC,39.47123,-0.37731,Entire home/apt,45,2,82,2019-02-22,1.91,1,126
7676437,Habitación Doble Valencia,27739339,Susana,LA SAIDIA,MORVEDRE,39.48278,-0.37809,Private room,29,2,58,2019-02-01,1.34,2,357
7712460,Wohnung Daniela,28983072,Daniela,CAMINS AL GRAU,AIORA,39.46482,-0.34482,Entire home/apt,75,3,9,2017-06-01,0.25,2,0
7765076,Apartamento en El Perelló (Sueca),40837545,Esther,POBLATS DEL SUD,EL PERELLONET,39.27582,-0.27499,Entire home/apt,60,2,2,2016-09-18,0.05,1,157
7774138,3-room apartment in great location,4676555,Sebastian,EL PLA DEL REAL,MESTALLA,39.46767,-0.35651,Entire home/apt,54,3,16,2018-09-08,0.38,1,269
7804856,Great apartment near the beach,41082509,Steve,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46394,-0.32997,Entire home/apt,58,3,35,2018-08-28,0.84,3,202
7857917,Plaza Virgin 3 Bedroom Flat,25860653,Michael,CIUTAT VELLA,LA SEU,39.47594,-0.37651,Entire home/apt,70,2,25,2018-12-20,0.59,1,345
7893810,Accogliente casa in pieno centro,36680892,Ana,CIUTAT VELLA,SANT FRANCESC,39.47114,-0.37449,Private room,35,2,11,2018-04-02,0.26,1,59
7914221,Habitación luminosa en piso de 3 habitaciones,40401605,Miguel,POBLATS MARITIMS,BETERO,39.46978,-0.33687,Private room,13,1,111,2019-02-17,2.60,2,241
7915038,Apartamento casco histórico,7423440,Rafa,CIUTAT VELLA,LA XEREA,39.47581,-0.37079,Entire home/apt,65,3,22,2018-11-22,0.61,1,350
7925933,Piso centrico vistas al cauce río,36810601,Maribel Lopez,EXTRAMURS,LA PETXINA,39.4757,-0.39188,Private room,30,1,12,2018-08-13,0.34,1,361
7926526,Apartament on Plaza Ayuntamiento,22568276,Julia,CIUTAT VELLA,SANT FRANCESC,39.47189,-0.37665,Entire home/apt,62,3,31,2018-08-03,0.81,2,6
7932629,New flat super center location. Art Deco building,713025,Violeta,CIUTAT VELLA,SANT FRANCESC,39.47028,-0.37666,Entire home/apt,280,3,9,2018-08-26,0.23,8,244
7933821,Sunny and beautiful apartment +wifi,41836277,Antonio,QUATRE CARRERES,MONT-OLIVET,39.45878,-0.36347,Entire home/apt,45,5,34,2018-09-02,0.80,2,255
7933900,Nordic Stay Valencia 1 - Turia park/Old town,1428128,Pere,LA SAIDIA,MORVEDRE,39.48514,-0.3758,Entire home/apt,49,3,237,2019-02-25,5.55,3,134
7940622,Double room with private bathroom..,8274329,Manuel,CAMINS AL GRAU,AIORA,39.46452,-0.33683,Private room,20,3,76,2018-09-01,2.04,9,312
7968094,"VALENCIA, OLD CITY ,CENTRO 20 Mtrs.",39684476,Jose Patricio,CIUTAT VELLA,EL CARME,39.47638,-0.38177,Private room,35,1,37,2018-12-31,1.22,3,59
7974734,Classic Old Town apartment Valencia,42085875,Juan,CIUTAT VELLA,LA SEU,39.4776,-0.37587,Entire home/apt,100,2,121,2019-02-13,2.92,2,293
7979410,El Blanco,14493121,Davy,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46606,-0.33217,Entire home/apt,60,2,16,2017-11-19,0.37,1,291
7981012,"Bed & B en el centro de Valencia, el Carmen. A/A",3437648,Ricar,CIUTAT VELLA,EL CARME,39.47925,-0.37919,Private room,30,2,35,2019-02-24,0.82,2,70
7994191,Beach apartment near Valencia - Puebla de Farnals,41031508,Jennifer,POBLATS DEL NORD,RAFALELL-VISTABELLA,39.56164,-0.29046,Entire home/apt,55,3,3,2017-05-01,0.09,1,298
8007645,"piso ""19"" terrasse wifi proche centre",42278722,Léa,EXTRAMURS,LA PETXINA,39.47432,-0.39126,Entire home/apt,75,2,120,2019-02-11,2.85,3,263
8021634,"ROOM OLD CITY,CIUTAT VELLA.VALENCIA CIUDAD ANTIGUA",39684476,Jose Patricio,CIUTAT VELLA,EL CARME,39.47702,-0.38323,Private room,28,1,48,2019-02-11,1.13,3,24
8028186,Atico duplex centrico,27571391,Marisol,JESUS,LA RAIOSA,39.45579,-0.38344,Entire home/apt,50,7,15,2018-12-03,0.43,1,274
8038456,"VALENCIA,Céntrico,Ruzafa,tranquilo c/ascensor.",38248581,Thierry,QUATRE CARRERES,EN CORTS,39.4588,-0.36907,Entire home/apt,73,5,4,2017-09-30,0.09,1,58
8038850,habitación de 25m. en centro ciudad,10301790,Carmela,L'EIXAMPLE,RUSSAFA,39.46218,-0.37437,Private room,35,5,7,2018-10-22,0.17,1,292
8081848,CENTRO VALENCIA + WIFI + 6p. (P4),16273898,Art & Flats,CIUTAT VELLA,SANT FRANCESC,39.4701,-0.38009,Entire home/apt,75,1,145,2019-02-09,3.48,18,200
8115991,COZY SINGLE ROOM NEAR THE BEACH,7670279,Victor,EL PLA DEL REAL,MESTALLA,39.4746,-0.35556,Private room,17,3,11,2018-07-18,0.34,17,119
8121557,City and beach in Valencia,34648536,Jonathan,RASCANYA,SANT LLORENS,39.49818,-0.35254,Entire home/apt,50,7,29,2019-01-12,0.80,1,139
8127790,NEW RENOVATION!,28994960,Jaime,CIUTAT VELLA,SANT FRANCESC,39.46797,-0.37778,Entire home/apt,76,2,130,2019-02-22,3.12,3,294
8143660,Turia Apartments,10929367,Svetlana,CAMPANAR,LES TENDETES,39.4842,-0.3873,Entire home/apt,60,2,16,2018-09-09,0.39,3,336
8166401,Habitaciones en Ruzafa Rooms Ruzafa,4696853,Álvaro,L'EIXAMPLE,RUSSAFA,39.45952,-0.37527,Private room,120,2,0,,,2,363
8168768,Jewel in downtown,2757749,Cyro,LA SAIDIA,MORVEDRE,39.48367,-0.37197,Entire home/apt,120,3,2,2018-08-11,0.11,1,244
8176722,Big bed & cozy bedroom - City Center,43152079,Constanza,EXTRAMURS,EL BOTANIC,39.47421,-0.38404,Private room,20,5,28,2018-12-05,0.69,1,303
8198657,Apartamento Jardin del Turia,42990667,Álvaro,LA SAIDIA,MARXALENES,39.48273,-0.37943,Entire home/apt,90,5,10,2018-08-12,0.27,1,81
8217456,TORRES DE SERRANOS Lovely apartment VT-36554-V,34721606,Carlos,CIUTAT VELLA,EL CARME,39.47774,-0.37746,Entire home/apt,55,1,160,2019-02-15,3.82,3,248
8222260,Cozy private room 2 Habitación doble,43356409,Elina,BENICALAP,BENICALAP,39.49195,-0.38777,Private room,10,1,141,2019-01-31,4.73,2,133
8222774,Cozy private room,43356409,Elina,BENICALAP,BENICALAP,39.49194,-0.38847,Private room,9,1,206,2019-01-31,4.90,2,130
8243039,Beach apartment with wi - fi,43471163,Carmen,POBLATS MARITIMS,LA MALVA-ROSA,39.48192,-0.32609,Entire home/apt,70,7,28,2018-09-05,0.79,1,40
8248191,Room with AC (cold/hot) for 2 at Old City,603429,Camila,CIUTAT VELLA,EL MERCAT,39.47344,-0.38045,Private room,10,1,195,2019-02-24,4.65,3,80
8248282,Room with AC (cold/hot) at Old City,603429,Camila,CIUTAT VELLA,EL MERCAT,39.47334,-0.38057,Private room,10,1,190,2019-02-27,4.52,3,82
8267698,Soleado piso en el centro de valencia + Wifi,41836277,Antonio,L'EIXAMPLE,RUSSAFA,39.4614,-0.37423,Entire home/apt,70,3,7,2018-07-15,0.34,2,327
8268757,Amazing Shiny Apartment VT-36555-V,34721606,Carlos,CIUTAT VELLA,EL CARME,39.47853,-0.37749,Entire home/apt,65,1,137,2019-01-31,3.27,3,264
8270419,ROOM & WIFI,5701507,Inma,LA SAIDIA,MORVEDRE,39.48289,-0.37536,Shared room,30,2,0,,,2,355
8279693,Appt 2 chambres avec  terrasse,43513013,José,CAMINS AL GRAU,LA CREU DEL GRAU,39.46169,-0.34436,Entire home/apt,50,2,60,2019-02-17,1.43,2,94
8281359,ALQUILO HABITACION PRIVADA CON BAÑO DE USO PRIVADO,2281023,Magdalena,EL PLA DEL REAL,MESTALLA,39.47059,-0.35571,Private room,25,15,35,2018-12-22,0.84,3,148
8309835,Downtown heart duplex,8010349,Juanjo,CIUTAT VELLA,SANT FRANCESC,39.47141,-0.37637,Entire home/apt,40,3,196,2019-02-25,4.70,2,124
8338336,OLDTOWN HEART APART. VT43076-V,43952868,Burbujita,CIUTAT VELLA,LA SEU,39.47665,-0.37844,Entire home/apt,65,3,19,2018-11-19,0.46,1,317
8358151,Palacete EchevesteIII,17767166,Carmen,CIUTAT VELLA,EL CARME,39.47689,-0.38042,Entire home/apt,330,3,24,2018-12-09,0.58,3,290
8369646,SUNNY ROOM WITH BATHROOM IN RUZAFA,30356662,Vicent,L'EIXAMPLE,RUSSAFA,39.46337,-0.3743,Private room,25,2,33,2018-11-19,0.80,1,353
8380683,"Cosy, clean and sunny room in the historic center",44162429,Jan,CIUTAT VELLA,EL MERCAT,39.47274,-0.37682,Private room,24,1,218,2019-02-27,5.41,2,349
8399312,Mestalla Silver Apartment,30912672,Apartamentos FV Flats Valencia,EL PLA DEL REAL,MESTALLA,39.47356,-0.35907,Entire home/apt,70,2,6,2018-10-07,0.20,15,263
8399670,Mestalla Coral Apartment,30912672,Apartamentos FV Flats Valencia,EL PLA DEL REAL,MESTALLA,39.47253,-0.35878,Entire home/apt,70,2,6,2018-12-30,0.16,15,258
8399843,Mestalla Caramel Apartment,30912672,Apartamentos FV Flats Valencia,EL PLA DEL REAL,MESTALLA,39.47397,-0.35932,Entire home/apt,70,2,10,2018-11-20,0.31,15,229
8399967,Gorgeous house next to the sea,44254030,Juana,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46689,-0.33136,Entire home/apt,67,2,125,2019-02-03,3.16,1,179
8399979,Mestalla Malvarose Apartment,30912672,Apartamentos FV Flats Valencia,EL PLA DEL REAL,MESTALLA,39.47415,-0.35915,Entire home/apt,70,2,12,2018-12-30,0.32,15,254
8400164,Mestalla Marine Apartment,30912672,Apartamentos FV Flats Valencia,EL PLA DEL REAL,MESTALLA,39.47278,-0.35897,Entire home/apt,70,2,18,2019-02-17,0.45,15,237
8422688,Apartment 4 RuzafaRooms Valencia,44358228,Vicente,L'EIXAMPLE,RUSSAFA,39.45971,-0.37115,Entire home/apt,140,3,15,2018-07-13,0.37,3,241
8424816,Apartment next to the Cathedral,44368908,Luisa,CIUTAT VELLA,LA XEREA,39.4758,-0.37247,Entire home/apt,94,2,125,2019-02-02,3.03,2,322
8425717,"City ! front the sea, private pool, house, 5 rooms",535881,Vicente,POBLATS MARITIMS,LA MALVA-ROSA,39.47775,-0.32699,Entire home/apt,350,3,57,2019-02-14,1.38,8,319
8453540,Apartment in el CABAŃAL. 10 minutes from the beach,42418394,José Luis,POBLATS MARITIMS,EL GRAU,39.45614,-0.32956,Entire home/apt,34,2,67,2019-01-05,2.36,1,297
8495071,Espacio tranquilo silencioso,44735020,Carlos,CAMINS AL GRAU,AIORA,39.46676,-0.35051,Private room,22,7,0,,,1,90
8516796,NICE PLACE,44845234,Nacho,CAMPANAR,SANT PAU,39.48001,-0.40102,Private room,26,1,17,2018-12-07,0.43,1,334
8534979,Habitación con TV y frigo + WIFI,27236974,Toni,LA SAIDIA,MORVEDRE,39.48608,-0.37277,Private room,28,5,1,2018-08-19,0.15,5,279
8535906,"Bonito, acogedor y con mucha luz",27805334,Maria,RASCANYA,TORREFIEL,39.49318,-0.3736,Entire home/apt,89,2,67,2018-12-09,1.63,1,23
8540056,Apartamento en Ciudad de las Artes y las Ciencias.,44941737,Adrian,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45812,-0.35826,Entire home/apt,50,2,1,2018-07-14,0.13,1,333
8568900,"Cálido,acogedor y muy luminoso VT-36585-V",45020019,Filo,EXTRAMURS,ARRANCAPINS,39.46642,-0.38563,Entire home/apt,87,2,66,2019-02-23,1.74,1,238
8588882,Apartamento chic y bohemio,27661161,Marta,LA SAIDIA,TORMOS,39.48842,-0.37766,Entire home/apt,31,2,79,2019-02-27,2.21,1,317
8605344,Suite Plaza de la Virgen,44928499,"Ottoh Gestion Hotelera, S. L. U.",CIUTAT VELLA,LA SEU,39.47743,-0.37542,Private room,39,2,73,2018-10-09,1.79,3,176
8606569,Ruzafa! 10 min del centro,8820544,Laura,L'EIXAMPLE,RUSSAFA,39.45983,-0.37545,Private room,25,2,5,2017-09-17,0.14,1,86
8618220,Casa Marquez - Family Appartements-,9964938,Sylvia Elena,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4722,-0.33293,Entire home/apt,59,2,20,2018-08-22,0.51,1,78
