id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
19169347,MERCAT LOFT 4TH FLOOR,134051803,Flats,CIUTAT VELLA,EL MERCAT,39.47213,-0.37889,Entire home/apt,62,1,13,2021-11-25,0.52,33,324,11,
19176730,"Pretty appartment center, terrasse /parking/ 5 pax",37406182,Bea,LA SAIDIA,MORVEDRE,39.48558,-0.37785,Entire home/apt,62,2,50,2021-11-03,0.94,5,77,15,
19180929,Room for rent,96442344,Nathalie,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47093,-0.33394,Private room,25,3,2,2019-08-18,0.07,2,0,0,
19184017,"Loft in Cabanyal, Padre Luis Navarro",38308224,Antonio,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47043,-0.3295,Entire home/apt,51,2,34,2021-12-05,0.63,1,55,4,VT-41257-V
19189634,apartamento luz de maria MDPF,129591960,Amanda,CAMINS AL GRAU,PENYA-ROJA,39.45978,-0.34481,Entire home/apt,293,2,6,2017-10-22,0.11,1,365,0,
19203140,Precioso ap. con terraza al lado de mar! R177,134354525,Enrique,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47425,-0.32895,Entire home/apt,80,3,65,2021-12-07,1.19,1,165,11,VT 40942 V
19206584,Sunny and Cozy Flat with Terrace,134221412,VLC Host,CIUTAT VELLA,SANT FRANCESC,39.47145,-0.37936,Entire home/apt,170,1,50,2019-02-13,0.92,24,0,0,
19209189,"Agradable apartamento, disfruta de playa y ciudad",133488983,Vicente,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46461,-0.32793,Entire home/apt,63,2,13,2021-12-02,0.24,1,72,4,VT-40608-V
19215698,Cozy stylished and bright apartment,54318444,Anne,CIUTAT VELLA,EL CARME,39.47918,-0.37971,Entire home/apt,65,3,60,2021-11-15,1.10,1,227,5,
19222497,Cozy affordable rooms in a furnished flat (room 2),65062082,Antonella,ALGIROS,L'AMISTAT,39.47395,-0.35305,Private room,10,30,6,2019-08-31,0.11,3,0,0,
19223606,Delightful country home 5 minutes drive from beach,1383826,Luis  & Nathalie,POBLATS DEL NORD,MAHUELLA-TAULADELLA,39.54397,-0.33515,Entire home/apt,129,2,5,2021-05-26,0.10,1,294,2,VT-40971-V
19226413,Habitación doble con encanto en centro de Valencia,123853642,Alicia,CIUTAT VELLA,SANT FRANCESC,39.46811,-0.37528,Private room,39,1,52,2020-01-02,0.96,1,76,0,
19226483,centrico apartamento,23365439,Maite,CIUTAT VELLA,EL MERCAT,39.47267,-0.37787,Entire home/apt,55,1,96,2021-11-27,1.86,2,339,15,
19235640,Authentic Charming Apartment/Wifi/Air Conditioning,15257842,Christian,CIUTAT VELLA,EL PILAR,39.475044,-0.3818,Entire home/apt,84,2,152,2021-08-29,2.81,1,245,8,VT-41675-V
19235884,The Cathedral Apartment,42125633,Marta,CIUTAT VELLA,LA XEREA,39.47555,-0.37354,Entire home/apt,60,3,39,2021-12-08,0.73,10,241,13,AT-40662-V
19243231,"Penthouse Inlakesh, next to Ruzafa and CAC",134730579,Mar,QUATRE CARRERES,EN CORTS,39.45798,-0.37026,Entire home/apt,56,5,64,2020-03-07,1.21,1,62,0,
19256165,Lovely house in Valencia,134842657,Carlos,BENIMACLET,BENIMACLET,39.48674,-0.35964,Private room,44,2,7,2019-06-30,0.13,4,87,0,
19260385,Nice apartment in the historic center of Valencia,134861735,Elena,CIUTAT VELLA,LA SEU,39.47535,-0.37548,Entire home/apt,74,2,152,2020-10-02,2.78,1,0,0,VT-41450-V
19264438,Comfortable pretty flat center wifi/AC,37406182,Bea,LA SAIDIA,MORVEDRE,39.48414,-0.37365,Entire home/apt,48,3,28,2021-09-13,0.51,5,47,9,
19279579,Beautiful Apartment in the Heart of Valencia,134506962,Stephen,CIUTAT VELLA,EL MERCAT,39.47457,-0.37712,Private room,65,2,51,2021-12-06,0.93,1,16,13,
19281163,Casa Zoe,135028323,Pilar,CIUTAT VELLA,EL CARME,39.47843,-0.38295,Entire home/apt,80,5,6,2021-08-27,0.38,2,84,5,
19298975,Bonito apartamento completo en Valencia capital.,135157141,Carolina,L'OLIVERETA,LA FONTSANTA,39.46461,-0.40935,Entire home/apt,51,2,13,2021-11-14,0.29,1,17,4,VT 46282-V
19300153,"Spacious, sunny apartment near Marina with views",21035136,Ken,POBLATS MARITIMS,EL GRAU,39.46119,-0.33627,Entire home/apt,119,3,43,2021-08-22,0.80,2,0,3,VT-43657-V
19304594,Bonito piso recién reformado con gran terraza,51230275,Mikel,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4669,-0.33355,Entire home/apt,130,1,6,2018-06-30,0.11,1,0,0,VT-41462-V
19306685,Cozy modern apartment in the heart of Valencia,19374382,Álvaro,CIUTAT VELLA,LA SEU,39.47665,-0.37451,Private room,134,2,0,,,1,89,0,
19338722,"Spacious room with balcony and sea view, Puerto!!!",95005200,Fernando,POBLATS MARITIMS,EL GRAU,39.461845,-0.331612,Private room,26,2,142,2021-11-30,2.94,1,23,26,
19363075,Perfect Apartment Sunny Beach,61136725,Rafael,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46509,-0.32813,Entire home/apt,217,3,145,2021-11-15,2.67,1,297,20,VT-41443-V
19368728,Nice apartment in Valencias trendy district Ruzafa,135775236,Inga,L'EIXAMPLE,RUSSAFA,39.46125,-0.36752,Entire home/apt,79,3,28,2021-11-10,0.52,1,109,5,VT-41568-V
19383989,"Apartamento en la playa de Valencia, El Cabanyal.",135696029,Carmen,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47237,-0.32644,Entire home/apt,78,15,43,2021-08-25,0.79,2,171,6,VT-41542-V
19384795,ROOM DELUX 3 with bathroom to shared,75779065,Renato,EXTRAMURS,LA ROQUETA,39.46458,-0.37839,Private room,28,3,127,2021-11-12,2.32,4,159,13,
19386920,Ruzafa sin el ruido / 4-7 p (wifi + clim F/C),44651122,Bruno,QUATRE CARRERES,EN CORTS,39.45675,-0.37189,Entire home/apt,58,4,42,2021-11-10,0.78,1,66,2,
19405787,CHARMING & STILISH & BRIGHT & WELL LOCATED & COZY,34177038,Nuria &  Paco,CIUTAT VELLA,EL MERCAT,39.47231,-0.37755,Entire home/apt,64,2,134,2021-11-28,2.50,8,70,21,VT-40908-V
19407219,Habitación en Benimaclet para Navidades,30237630,Javi,RASCANYA,SANT LLORENS,39.48954,-0.36238,Private room,30,1,3,2019-12-02,0.06,1,363,0,
19420665,Casa con patio junto al mar / House by the sea,136162175,Lorena,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46733,-0.33124,Entire home/apt,60,2,128,2021-11-08,2.35,1,252,33,VT-41552-V
19423473,ROOM-SUITE VALENCIA OLD CITY: CIUTAT VELLA 25 mtrs,39684476,Jose Patricio,CIUTAT VELLA,EL PILAR,39.4759,-0.3822,Private room,42,2,48,2021-11-28,0.89,3,75,2,
19428119,"BRIGHT, 2 BR APT., HEART OF RUZAFA + WIFI",136197931,Giorgio,L'EIXAMPLE,RUSSAFA,39.46134,-0.37315,Entire home/apt,70,3,52,2020-03-05,0.96,2,232,0,VT-41234-V
19432516,Large bed - downtown - WIFI,59316867,Juliana,LA SAIDIA,MORVEDRE,39.4845,-0.37773,Private room,16,4,47,2021-10-25,0.88,1,0,10,
19445128,Sunny and Stylish Apartment with Balcony-style,4126829,Bart & Katlijn,EXTRAMURS,ARRANCAPINS,39.46407,-0.38566,Entire home/apt,67,2,57,2021-10-10,1.14,4,301,13,VT-43416-V
19445529,"CENTRAL, MODERN AND COMFORTABLE APARTMENT",136346178,Jaime,EXTRAMURS,ARRANCAPINS,39.46184,-0.38165,Entire home/apt,110,5,13,2021-12-08,0.24,1,178,6,
19447494,Bright and Compact Apartment Near Finca Roja,4126829,Bart & Katlijn,EXTRAMURS,ARRANCAPINS,39.46412,-0.38568,Entire home/apt,64,2,34,2021-07-11,0.68,4,326,4,VT-43416-V
19448675,IV Cozi bedroom close University.,60187479,Toni,EL PLA DEL REAL,MESTALLA,39.47559,-0.35369,Private room,12,30,5,2019-02-15,0.09,5,292,0,
19461608,Habitación privada en la Ciudad de las Ciencias,5753131,Rosario,CAMINS AL GRAU,LA CREU DEL GRAU,39.46271,-0.34819,Private room,19,2,110,2021-10-02,2.03,1,50,8,
19477863,"NEW, FREE BIKES, WIFI,10' CENTER",17212283,Cristina,QUATRE CARRERES,MONT-OLIVET,39.45956,-0.36131,Entire home/apt,87,3,162,2021-12-10,2.99,1,228,11,VT-40107-V
19481718,Perfect room in New&Nice apartment near the beach,92055102,Ada,ALGIROS,L'AMISTAT,39.47137,-0.34927,Private room,30,1,84,2021-10-02,1.56,2,27,12,
19483186,Tu Ático wifi,50970090,Jose Eugenio,POBLATS MARITIMS,EL GRAU,39.46044,-0.33743,Entire home/apt,89,2,157,2021-12-06,2.90,1,169,25,
19493798,"Apto"" Como en tu casa 2""",4760981,Elena,L'EIXAMPLE,RUSSAFA,39.46173,-0.36434,Entire home/apt,80,5,4,2020-03-01,0.10,2,261,0,VT 44181 V
19512339,"Verdi 2, Friendly Rentals",102947901,Claudia,POBLATS MARITIMS,LA MALVA-ROSA,39.48072,-0.3284,Entire home/apt,90,1,2,2021-10-28,0.04,19,99,1,AT-39800-V
19528420,Apartamento junto al Oceanografic.,126652810,Vicen,CAMINS AL GRAU,PENYA-ROJA,39.4554,-0.34617,Entire home/apt,138,3,89,2021-11-14,1.66,1,236,20,
19543554,Coziest apartment close to harbor & beach,18097452,Maribel,CAMINS AL GRAU,AIORA,39.46437,-0.34447,Entire home/apt,65,2,6,2018-03-19,0.11,1,352,0,
19544065,Siéntete como en casa en un piso de diseño en la valenciana Avenida del Puerto,8773450,Roberto,CAMINS AL GRAU,LA CREU DEL GRAU,39.46328,-0.34654,Entire home/apt,80,3,247,2021-12-02,4.60,2,173,51,VT-40818-V
19544907,Spectacular apartment for holidays,7670279,Victor,EL PLA DEL REAL,MESTALLA,39.47383,-0.35456,Entire home/apt,110,5,3,2019-08-23,0.10,2,151,0,
19545248,Casa de lujo en el centro de Valencia,118194874,Andrea,QUATRE CARRERES,MONT-OLIVET,39.46165,-0.36181,Private room,50,2,9,2018-08-03,0.17,1,358,0,
19547850,Habitación doble amplia y acogedora con balcón,64759204,Maria,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4639,-0.32891,Private room,14,30,2,2018-08-16,0.05,4,302,0,
19561136,Opera,83066665,SingularStays,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45291,-0.36017,Entire home/apt,84,1,27,2021-01-25,0.54,140,131,1,AT-40866-V
19577218,"Close to the sea, large (170 m2) apartment + BIKES",137603816,Fernando,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47374,-0.32779,Entire home/apt,91,1,205,2021-12-13,3.79,4,298,27,VT-41993-V
19601947,EXCELLENT APARTMENT WITH TERRACE IN RUZAFA,2037083,Isabel,L'EIXAMPLE,RUSSAFA,39.46228,-0.36709,Entire home/apt,92,7,2,2019-12-15,0.04,19,195,0,VT-41173-V
19603149,Apartamento I.A. Fabric,137822625,Carlos,CIUTAT VELLA,SANT FRANCESC,39.47333,-0.37476,Entire home/apt,67,5,14,2021-12-05,0.28,2,345,4,
19605553,Acogedor dúplex junto a la Ciudad de las Ciencias.,14678378,Ramón,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45585,-0.36007,Entire home/apt,65,2,125,2021-12-11,2.41,1,300,24,VT-40991-V
19605759,APARTAMENTO CON WIFI CERCA DE LA ESTACIÓN DEL AVE,137849161,Fernando,PATRAIX,PATRAIX,39.45903,-0.38891,Entire home/apt,62,7,59,2021-07-12,1.10,1,75,1,VT-46711-V
19622382,FUNKY RETRO DOUBLE ROOM,21054801,Alex,L'EIXAMPLE,RUSSAFA,39.46266,-0.36571,Private room,34,3,221,2021-11-26,4.09,2,173,23,
19622445,FUNKY RETRO SINGLE ROOM :),21054801,Alex,L'EIXAMPLE,RUSSAFA,39.46252,-0.36424,Private room,22,3,224,2021-11-26,4.15,2,176,21,
19624392,Central Market Cozy One Bedroom Wifi Apartment,42125633,Marta,CIUTAT VELLA,EL MERCAT,39.47474,-0.37746,Entire home/apt,62,3,44,2021-10-16,0.81,10,239,7,AT-40664-V
19636780,Piso confortable cerca de Ciudad de las Artes.,60610304,Aure,ALGIROS,L'AMISTAT,39.47128,-0.3503,Entire home/apt,70,4,22,2021-09-05,0.41,1,0,4,VT-41744-V
19640673,Piso en alquiler en 1 linea playa de la Malvarrosa,104670166,Elena Ximena,POBLATS MARITIMS,LA MALVA-ROSA,39.47908,-0.32625,Entire home/apt,74,3,42,2021-12-13,0.78,1,272,18,
19646021,Habitación céntrica con baño privado y climatizada,120115610,Alexander,CAMINS AL GRAU,CAMI FONDO,39.46621,-0.35587,Private room,42,1,79,2021-10-24,1.46,2,0,7,
19648217,"Modern Comfortable flat, queen size bed, wifi",46801068,Patricia,CAMINS AL GRAU,AIORA,39.46246,-0.33862,Entire home/apt,50,3,107,2021-11-05,1.99,1,17,12,VT-41921-V
19652063,Chic and stylish Loft on the beach,8988014,Emilio Y Sara,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46487,-0.33088,Entire home/apt,53,3,105,2021-11-05,1.96,8,257,14,VT-36804-V
19658458,Beautiful flat in traditional building,29978765,Agustin,CIUTAT VELLA,EL PILAR,39.4734,-0.3834,Entire home/apt,69,4,113,2021-12-13,2.09,3,151,25,
19664399,VT-42238-V -Playa Malvarrosa,138459818,Maria Elena,POBLATS MARITIMS,LA MALVA-ROSA,39.47695,-0.32812,Entire home/apt,58,3,130,2021-12-12,2.41,1,229,20,VT-42238-V
19665431,Cozy affordable rooms in a furnished flat (room 3),65062082,Antonella,ALGIROS,L'AMISTAT,39.47199,-0.3525,Private room,10,5,9,2018-08-31,0.17,3,0,0,
19671757,Brigth duplex by Valencia beach!,138521622,Mar,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46752,-0.33039,Entire home/apt,47,5,65,2021-10-30,1.24,2,113,5,VT-36683-V
19674976,1 Bedroom bright & contemporary flat,130430058,Odile,CAMINS AL GRAU,ALBORS,39.47033,-0.35311,Entire home/apt,48,1,86,2021-11-15,1.59,2,286,18,
19675031,Marina's apartament,138548698,Javi Y Mar,POBLATS MARITIMS,EL GRAU,39.46043,-0.3321,Entire home/apt,51,30,47,2021-03-26,0.87,1,62,2,
19675952,2 Bedroom bright & contemporary flat in Valencia,130430058,Odile,CAMINS AL GRAU,ALBORS,39.46987,-0.35258,Entire home/apt,157,2,5,2018-11-21,0.10,2,329,0,
19678790,Apartment en la ciudad de las Artes y las Ciencias,138585856,Alejandra,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45491,-0.35919,Entire home/apt,61,180,41,2021-09-17,0.76,1,153,7,
19687587,Plaza del Carmen,83066665,SingularStays,CIUTAT VELLA,EL CARME,39.47834,-0.37841,Entire home/apt,135,1,12,2020-03-04,0.26,140,237,0,AT-40887-V
19688221,'Friends'- Ideal para grupos,138682129,Ibermark,L'OLIVERETA,NOU MOLES,39.46982,-0.39242,Entire home/apt,143,2,21,2021-08-24,0.39,3,8,2,
19694078,Upscale Apartment Close to the Beach,2751220,Elena,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47071,-0.32868,Entire home/apt,66,3,146,2021-12-06,2.72,3,58,31,VT-41458-V
19714234,3Quiet Duplex-apartments in the center of the city,105308414,Julia & Anastasiia,CIUTAT VELLA,EL MERCAT,39.47171,-0.37819,Entire home/apt,68,2,66,2021-05-11,1.23,4,263,2,
19727897,Welcome to Ruzafa Oasis,42125633,Marta,L'EIXAMPLE,RUSSAFA,39.46397,-0.37393,Entire home/apt,71,2,113,2021-12-13,2.13,10,230,12,AT-39959-V
19728975,Welcome to your Home!,29406298,Maria Jose,EXTRAMURS,ARRANCAPINS,39.46327,-0.38211,Entire home/apt,138,2,39,2021-08-31,0.72,2,0,9,
19731063,Flavio valencia,89122315,Flavio,CIUTAT VELLA,EL CARME,39.47636,-0.38167,Private room,52,1,396,2021-12-12,7.34,1,274,68,
19746143,Apartment near the beach,17277895,Isabel,ALGIROS,LA VEGA BAIXA,39.47523,-0.35013,Entire home/apt,150,2,25,2019-09-08,0.47,1,77,0,VT-40799-V
19766478,Fantástico piso reformado cerca de la playa,52574981,Hello,POBLATS MARITIMS,BETERO,39.46974,-0.33964,Entire home/apt,126,3,4,2021-07-29,0.08,6,76,3,VT-41869-V
19766736,Habitación con vistas increibles y luz natural,670775,Cpi Gestión Encuentra Tu Mansión,CAMINS AL GRAU,PENYA-ROJA,39.46102,-0.35725,Private room,29,14,0,,,1,242,0,
19771075,Love Cabanyal,1652459,Gladys,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47292,-0.32872,Entire home/apt,50,30,9,2021-10-02,0.17,3,186,1,VT-42954-V
19773866,Fantástico duplex para 12 personas,52574981,Hello,ALGIROS,CIUTAT JARDI,39.47221,-0.34274,Entire home/apt,182,8,6,2019-08-27,0.11,6,47,0,VT-41868-V
19778649,APARTAMENTO PLAYA DE LA MALVARROSA.,125782486,Raúl,POBLATS MARITIMS,LA MALVA-ROSA,39.48278,-0.3284,Entire home/apt,80,6,10,2021-08-08,0.23,2,170,3,
19784744,Llénate de luz en este estudio con ubicación privilegiada,88320454,Conchi,L'EIXAMPLE,RUSSAFA,39.46261,-0.37691,Entire home/apt,72,2,228,2021-11-24,4.27,1,336,43,VT-41783-V
19794402,Habitación exterior grande. Limpia y confortable.,131727649,Jose,CAMINS AL GRAU,LA CREU DEL GRAU,39.46406,-0.34696,Private room,35,3,3,2019-03-19,0.06,1,11,0,
19807859,Cozy and bright apartment in the heart of Valencia,24697905,Martha,CIUTAT VELLA,EL MERCAT,39.47329,-0.37745,Entire home/apt,74,2,204,2021-11-15,3.83,1,91,34,VT-45292-V
19813305,A 10 minutos del centro histórico de la cuidad.,138204648,Abby,JESUS,L'HORT DE SENABRE,39.45461,-0.39028,Entire home/apt,87,2,19,2021-08-30,0.59,1,171,3,
19816514,Amazing smart apartment. Old town of Valencia,139906141,Carla,CIUTAT VELLA,SANT FRANCESC,39.47077,-0.38007,Entire home/apt,140,30,54,2019-07-15,1.06,1,0,0,VT-44104-V
19817198,Cosy & peaceful apartment at the heart of Valencia,10618578,Quique,CIUTAT VELLA,LA SEU,39.47403,-0.37653,Entire home/apt,150,15,56,2020-03-31,1.05,1,94,0,VT-40631-V
19842796,Beautifully Renovated Loft in Great Location,591197,Elisa,CAMINS AL GRAU,AIORA,39.46585,-0.33716,Entire home/apt,55,5,14,2020-11-08,0.26,3,0,0,VT-42173-V
19852910,Amazing flat for holidays,7670279,Victor,BENIMACLET,BENIMACLET,39.48555,-0.36242,Entire home/apt,90,5,3,2019-08-15,0.06,2,140,0,
19859974,SPACIOUS & QUIET. HEART OF OLD TOWN + WIFI + A/C,140453029,Luis,CIUTAT VELLA,EL CARME,39.47856,-0.37934,Entire home/apt,81,3,54,2021-11-07,1.01,1,322,6,VT-41872-V
19860023,Piso a 5 minutos de la playa,10279702,Jaime,BENIMACLET,BENIMACLET,39.48554,-0.36262,Entire home/apt,120,7,14,2019-09-01,0.26,1,170,0,VT-44511-V
19861039,Modern&traditional fisherman´s house by the beach,138492789,Marianella,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47076,-0.3284,Entire home/apt,74,6,114,2021-11-21,2.14,1,4,16,
19867396,"4400€ private flat 68m2, 2km center, 4km beach",115399167,Sandro,RASCANYA,ELS ORRIOLS,39.49453,-0.37094,Private room,3184,4,4,2017-08-20,0.07,1,89,0,
19868972,Piso en  alquiler de diseño 3 min-playa Malvarrosa,140548916,Andreea,POBLATS MARITIMS,LA MALVA-ROSA,39.47978,-0.32848,Entire home/apt,100,4,16,2019-10-27,0.30,1,79,0,
19876197,bedroom near of the beach,140636420,Rossent,POBLATS MARITIMS,LA MALVA-ROSA,39.47536,-0.32833,Private room,16,2,164,2021-11-08,3.06,1,277,31,
19879732,"Habitación doble,excelente para pasear y escudiar",24367730,Luz,EL PLA DEL REAL,MESTALLA,39.47321,-0.36004,Private room,20,2,16,2021-11-04,0.31,13,363,2,
19880147,Apartamento en Cabanyal,140687859,Alberto,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47177,-0.33238,Entire home/apt,380,1,0,,,1,88,0,
19891339,Valencia comunicada con centro y cerca de la playa,77058691,Maria,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46618,-0.32983,Entire home/apt,42,2,43,2020-03-01,0.80,1,1,0,VT-41953-V
19901427,Room in the historical center,149609118,Amelia,CIUTAT VELLA,EL CARME,39.4776,-0.37882,Private room,31,30,13,2019-08-24,0.24,2,0,0,
19902030,Room 2 in the historical center,149609118,Amelia,CIUTAT VELLA,EL CARME,39.47717,-0.38072,Private room,29,30,17,2021-08-19,0.32,2,1,1,
19904790,Mini-Loft Azul,125377784,Christian,CIUTAT VELLA,LA SEU,39.47759,-0.37589,Entire home/apt,63,2,113,2021-12-09,2.13,2,19,26,VT-44488-V
19915517,Casita con terraza en Cabanyal - Playa Las Arenas,141068351,Alvaro,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46577,-0.33031,Entire home/apt,107,1,64,2021-10-02,1.19,1,284,11,VT-41821-V
19923345,Habitacion comoda en zona tranquila,134852598,Lola,LA SAIDIA,MARXALENES,39.4856,-0.38121,Private room,43,1,1,2019-03-14,0.03,1,365,0,
19926683,Nordic Stay Valencia Designer Loft Ruzafa Area,1428128,Pere,QUATRE CARRERES,EN CORTS,39.45606,-0.37111,Entire home/apt,67,5,218,2021-11-01,4.06,4,260,36,VT-40575-V
19935603,★ Historical and luxury flat in the old town ★,141266054,Carlos,CIUTAT VELLA,LA SEU,39.47557,-0.37731,Entire home/apt,131,3,77,2021-12-06,1.45,1,31,14,VT-36799V
19936738,Deluxe space to make your stay perfect,16949561,Javier,EXTRAMURS,ARRANCAPINS,39.46361,-0.38393,Entire home/apt,91,1,89,2021-10-23,1.66,1,272,12,
19948519,Apartamento cerca de playa y Ciudad las Ciencias,106423765,Ramon,CAMINS AL GRAU,LA CREU DEL GRAU,39.46079,-0.34132,Entire home/apt,47,3,46,2021-12-08,0.86,10,12,1,
19968500,Bonito piso Ciutat Vella (Barrio del Carmen),141587989,Carlos,CIUTAT VELLA,EL CARME,39.47747,-0.3797,Entire home/apt,63,3,39,2020-02-23,0.73,1,0,0,VT-41960-V
19982230,"Bright new apt, 10min wlk centre/old town, 15min tram beach",10874772,Rachel,LA SAIDIA,MARXALENES,39.48502,-0.38013,Entire home/apt,120,2,0,,,1,335,0,
19982241,La Roqueta en pleno centro.VT-41701-V,81414905,Irene,EXTRAMURS,LA ROQUETA,39.46825,-0.38118,Entire home/apt,51,2,15,2021-10-01,0.28,2,39,4,VT-41701-V
19983421,habitacion con cama xxl junto a la playa y la UPV,141737147,Mati,POBLATS MARITIMS,LA MALVA-ROSA,39.47656,-0.33082,Private room,45,2,36,2018-12-02,0.68,2,53,0,
19983680,7th Heaven,138682129,Ibermark,EXTRAMURS,LA PETXINA,39.47195,-0.38925,Entire home/apt,58,2,80,2021-08-30,1.49,3,8,4,
19983735,Charming Loft with Terrace,141585363,Jesus,EXTRAMURS,ARRANCAPINS,39.46307,-0.38617,Entire home/apt,64,3,94,2021-12-08,1.76,1,170,26,
19994506,Apt/248_Céntrico apartamento en Valencia.,339706121,Jose,CIUTAT VELLA,SANT FRANCESC,39.47004,-0.37316,Entire home/apt,70,2,97,2021-11-01,1.84,1,0,18,
19994779,ApartUP Green Opera Views. WiFi + Pool + Pk + AACC,14182776,Alberto,CAMINS AL GRAU,PENYA-ROJA,39.46256,-0.35576,Entire home/apt,139,1,28,2020-09-13,0.53,32,265,0,AT-40730-V
20011325,Estupendo piso junto playa y puerto de valencia,142056126,Alberto,CAMINS AL GRAU,AIORA,39.46521,-0.33632,Entire home/apt,65,5,37,2020-03-08,0.69,1,0,0,
20019020,Abuhardillado luminoso y cálido apartamento,50471804,Miguel Angel,CIUTAT VELLA,SANT FRANCESC,39.46909,-0.38032,Entire home/apt,60,2,68,2020-03-09,1.29,1,124,0,VT-44364-V
20022734,Apartment in Valencia,27959876,Jorge,CAMINS AL GRAU,AIORA,39.46515,-0.34849,Private room,13,1,15,2021-08-14,0.37,2,317,11,
20045433,"Pretty, bright, calm & cosy flat - easy location.",16525770,Kate,EXTRAMURS,ARRANCAPINS,39.46946,-0.38826,Entire home/apt,127,1,159,2021-07-25,3.01,1,0,6,VT-42032-V
20058829,Proche de la plage et la cité des sciences + wifi,25034940,Max,POBLATS MARITIMS,EL GRAU,39.45882,-0.34036,Entire home/apt,85,90,9,2021-01-30,0.17,4,181,1,
20060051,COZY & CLASSICAL APARTMENT IN HISTORIC CENTER,129996041,Marcos & Sergio,CIUTAT VELLA,EL MERCAT,39.47179,-0.37809,Entire home/apt,53,4,173,2021-11-26,3.26,5,167,2,
20066885,"Bio house Cabanyal, next to the beach. La casa bio",135028323,Pilar,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46748,-0.33068,Entire home/apt,109,2,112,2021-11-19,2.24,2,300,23,38051
20071600,APARTMENT near the BEACH in VALENCIA,6479573,Maria,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46397,-0.3309,Entire home/apt,72,2,138,2021-12-06,2.60,1,120,11,Numero de registro VT-41976-V
20071701,MODERN CENRAL APARTMENT. TURIA TORRES DE SERRANOS,141130966,Michael,LA SAIDIA,MORVEDRE,39.48357,-0.37517,Entire home/apt,110,2,45,2021-12-08,0.85,1,43,14,VT -41613V
20071998,CHARMING STUDIO IN THE HEART OF THE CITY,45434245,Emilio,CIUTAT VELLA,SANT FRANCESC,39.47077,-0.37209,Entire home/apt,50,2,180,2020-03-15,3.44,2,80,0,VT-46175-V
20081645,habitación con cama 1.5,141737147,Mati,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47506,-0.3291,Private room,45,2,19,2021-06-15,0.36,2,72,1,
20089386,III Habitación Doble tranquila cerca UPV.,60187479,Toni,EL PLA DEL REAL,CIUTAT UNIVERSITARIA,39.47687,-0.35529,Private room,14,30,2,2021-09-05,0.04,5,364,1,
20091487,CENTRAL MARKET & OLD TOWN & 4 PAX & HOLIDAYS,34177038,Nuria &  Paco,CIUTAT VELLA,EL MERCAT,39.47229,-0.37761,Entire home/apt,61,2,125,2021-10-23,2.34,8,108,19,AT-41285-V
20092366,Estancia corta en Benimaclet,27329769,Sara,BENIMACLET,BENIMACLET,39.4842,-0.36044,Shared room,13,1,0,,,1,173,0,
20101839,Comedias II,83066665,SingularStays,CIUTAT VELLA,LA XEREA,39.47335,-0.37319,Entire home/apt,121,1,1,2017-08-08,0.02,140,243,0,AT-33490-V
20128943,Walk to the Seashore from a Colorful Boho Loft,54034805,Kelly,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46565,-0.33042,Entire home/apt,72,28,166,2021-12-13,3.12,3,322,37,
20134479,"Duplex with Terrace, Billiards, Parking and Pool",10166312,Trainning Pro 2015,PATRAIX,VARA DE QUART,39.46085,-0.41236,Entire home/apt,39,2,104,2021-12-16,1.96,3,215,34,
20135352,"Oceanographic, City of Arts and Malvarrosa Beach.",143183878,María Isabel,CAMINS AL GRAU,AIORA,39.46505,-0.34052,Entire home/apt,58,2,72,2021-12-07,1.36,1,103,13,VT-41793-V
20135707,Good Vibes Loft on City of Sciences,143184682,Ginno,QUATRE CARRERES,MONT-OLIVET,39.45839,-0.36117,Entire home/apt,89,4,84,2021-12-01,1.59,1,147,41,en tramite
